"Gender","Location","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men+Women","Military Base","Korean Red Cross","Donation Count[Unit]","Unit","559150","429974","320063","336504","319614","283313","252473","298370","331664","332517","335482","347407","347109","324422","289426","301913","259671","209252","224242",
"Men+Women","Military Base","Korean Red Cross","Composition Rate[%]","%","25.1","19.1","15.8","14.9","13","11.3","10.3","11.7","12.2","11.7","11.7","13.1","12.8","12.1","11.1","12.4","10.7","8.6","8.8",
"Men+Women","Military Base","Central Seoul","Donation Count[Unit]","Unit","68161","60934","30956","35648","29540","23918","","","","","","","","30498","28396","17923","16688","14992","17021",
"Men+Women","Military Base","Central Seoul","Composition Rate[%]","%","32.4","27.4","16.5","17.1","14.2","9.5","","","","","","","","11.4","11.3","8.1","7.7","6.7","7.3",
"Men+Women","Military Base","Western Seoul","Donation Count[Unit]","Unit","27230","19283","9208","12921","12083","5145","15766","24558","40114","44288","41802","39489","31229","","","","","","",
"Men+Women","Military Base","Western Seoul","Composition Rate[%]","%","20.4","13.9","5.9","7.6","6.3","5.7","5.8","8.7","13.3","13.2","12.6","13.6","11.3","","","","","","",
"Men+Women","Military Base","Southern Seoul","Donation Count[Unit]","Unit","50858","33977","28014","31756","33011","28306","26590","31130","31572","30673","31448","34319","41227","34783","28533","32306","24888","20548","21771",
"Men+Women","Military Base","Southern Seoul","Composition Rate[%]","%","28.1","17.9","16.2","17","15.8","12.9","12.2","13.6","13.4","13.4","14","15.1","16.7","15.1","13.3","17","14.1","11.3","11.1",
"Men+Women","Military Base","Eastern Seoul","Donation Count[Unit]","Unit","67728","42920","22796","23520","17021","16064","15617","23009","35392","34437","36150","41450","39161","34461","25834","35718","29799","20439","19776",
"Men+Women","Military Base","Eastern Seoul","Composition Rate[%]","%","34.6","21.4","12.5","11.9","8","6.5","5.9","8.3","12","10.9","12.1","15.2","14","12.3","9.9","15.4","12.9","8.6","7.7",
"Men+Women","Military Base","Busan","Donation Count[Unit]","Unit","33568","28510","25452","23043","20405","18273","17679","21893","21138","20399","18943","18183","18221","18000","14904","16502","14872","11308","12558",
"Men+Women","Military Base","Busan","Composition Rate[%]","%","15.7","13.4","13.4","11","9.4","7.8","8.1","10","9.2","8.7","8","8.9","8.5","8.1","7","8.4","7.6","5.5","6.1",
"Men+Women","Military Base","Daegu/Gyeongbook","Donation Count[Unit]","Unit","35494","29151","20554","18469","21174","20981","21267","23788","24837","25172","23960","21696","22448","19547","18505","10274","13164","16578","18482",
"Men+Women","Military Base","Daegu/Gyeongbook","Composition Rate[%]","%","18.3","15.4","13.1","9.8","9.8","9.8","10","10.5","10.1","9.5","9.2","9.2","9.3","7.9","8","5.2","5.8","7.4","8",
"Men+Women","Military Base","Incheon","Donation Count[Unit]","Unit","19039","18219","11870","16257","14719","14694","12323","11484","10468","10486","9337","11783","15578","10689","14236","18942","14171","11806","10567",
"Men+Women","Military Base","Incheon","Composition Rate[%]","%","14.7","15.1","10.8","13.3","11.2","9.5","7","6.6","5.9","5.6","5.2","7.3","9.5","6.8","9","11.5","8.5","6.9","6",
"Men+Women","Military Base","Ulsan","Donation Count[Unit]","Unit","8786","9552","8180","6640","6376","4980","5295","4637","4908","5004","4614","4526","3953","3848","3851","3559","3018","2088","2068",
"Men+Women","Military Base","Ulsan","Composition Rate[%]","%","11.2","11.6","12.5","9.3","8.6","6.7","7.2","5.9","6","5.6","4.9","5.2","4.6","4.4","4.2","4.3","3.6","2.4","2.1",
"Men+Women","Military Base","Gyeonggi","Donation Count[Unit]","Unit","16478","15726","14028","14790","13538","12357","14363","16363","17221","18845","17084","18313","21495","18670","16545","22743","16976","12265","12346",
"Men+Women","Military Base","Gyeonggi","Composition Rate[%]","%","11.9","11.1","10.9","10.4","8.2","7.2","8.1","9.3","9","9.1","7.8","8.9","10.2","9.2","7.8","10.1","7.5","5.7","5.5",
"Men+Women","Military Base","Gangwon","Donation Count[Unit]","Unit","54716","47000","34009","36488","34564","33204","33390","46619","48871","46782","53050","61587","65043","69425","61185","58496","53655","40374","43538",
"Men+Women","Military Base","Gangwon","Composition Rate[%]","%","65.8","61.4","52.6","49.8","43.3","39.7","36.2","43","40.6","36.5","35.4","41.1","42","43","39.8","41.6","40","32.3","32.8",
"Men+Women","Military Base","Chungbook","Donation Count[Unit]","Unit","13543","12388","12028","14889","17223","16193","14218","16128","14428","15395","13552","14074","13397","12423","12155","13629","11806","9655","11218",
"Men+Women","Military Base","Chungbook","Composition Rate[%]","%","17.5","15.7","16.5","17.5","17.3","16","15.6","16.1","14.7","15.4","13.6","15.8","14","13.2","12.9","15.9","14","11.5","13.1",
"Men+Women","Military Base","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","70648","34836","33811","36103","33283","31217","25739","27766","30332","27116","30813","29424","27515","27573","24173","26412","20013","17446","18203",
"Men+Women","Military Base","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","43.8","23.7","23.1","20.8","18.2","16.3","13.6","13.5","13.5","11.7","12.4","12.4","11.4","11.1","9.7","11.1","8.6","7.4","7.8",
"Men+Women","Military Base","Jeonbook","Donation Count[Unit]","Unit","24932","18972","19375","19109","20822","21045","18793","19808","20951","18717","20415","22648","18839","18417","15161","14700","15320","11097","11523",
"Men+Women","Military Base","Jeonbook","Composition Rate[%]","%","20.6","16","19.7","17.7","17.2","16.9","15","15.5","15.9","14.9","15.8","19.5","16.5","17","13.9","14.3","14.9","11.4","11.5",
"Men+Women","Military Base","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","26205","24169","20058","17911","18129","13979","11490","11907","13120","12803","12139","9968","10663","8700","6931","8749","7572","5605","6563",
"Men+Women","Military Base","Gwangju/Jeonnaam","Composition Rate[%]","%","15","12.1","11.3","9.2","9","7","6","6.4","6.4","5.9","5.5","4.9","4.8","4.2","3.4","4.8","4.1","3","3.5",
"Men+Women","Military Base","Gyeongnaam","Donation Count[Unit]","Unit","35371","28625","24608","26422","25280","20585","17800","16634","16316","20366","19389","17863","16192","15615","16969","19897","15406","12830","16094",
"Men+Women","Military Base","Gyeongnaam","Composition Rate[%]","%","35.2","27.9","26.8","25.9","22.1","17.2","15.6","13.8","12.1","14.2","14.3","14","12.4","11.6","12.8","15.2","12.4","10.4","12.5",
"Men+Women","Military Base","Jeju","Donation Count[Unit]","Unit","6393","5712","5116","2538","2446","2372","2143","2646","1996","2034","2786","2084","2148","1773","2048","2063","2323","2221","2514",
"Men+Women","Military Base","Jeju","Composition Rate[%]","%","20.2","19.2","18.6","7.8","6.6","6.2","6.3","8.3","5.8","5.4","6.8","5.8","5.7","5.2","5.7","5","5.5","5.3","5.3",
"Men+Women","Military Base","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","0","22","13","62","0","0","0","-","3852","794","0","-","-","-","-",
"Men+Women","Military Base","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-","1.8",".4","0","-","-","-","-",
"Men+Women","Religion","Total","Donation Count[Unit]","Unit","25834","17525","10075","10307","11905","9901","10708","12775","6432","10956","12355","12162","13736","14547","11063","4975","12982","28320","23559",
"Men+Women","Religion","Total","Composition Rate[%]","%","1.1",".8",".5",".4",".5",".4",".4",".5",".2",".4",".4",".4",".5",".5",".4",".2",".5","1.1",".8",
"Men+Women","Religion","Korean Red Cross","Donation Count[Unit]","Unit","25834","17525","10075","10307","8150","4988","7139","9830","3018","7821","9680","9301","10752","12133","8946","3013","6945","23006","18321",
"Men+Women","Religion","Korean Red Cross","Composition Rate[%]","%","1.2",".8",".5",".5",".3",".2",".3",".4",".1",".3",".3",".4",".4",".5",".3",".1",".3",".9",".7",
"Men+Women","Religion","Central Seoul","Donation Count[Unit]","Unit","3065","1841","755","240","232","145","","","","","","","","650","642","68","653","1901","2145",
"Men+Women","Religion","Central Seoul","Composition Rate[%]","%","1.5",".8",".4",".1",".1",".1","","","","","","","",".2",".3","-",".3",".9",".9",
"Men+Women","Religion","Western Seoul","Donation Count[Unit]","Unit","3238","2255","1016","445","542","71","292","736","0","0","1147","811","682","","","","","","",
"Men+Women","Religion","Western Seoul","Composition Rate[%]","%","2.4","1.6",".7",".3",".3",".1",".1",".3","0","0",".3",".3",".2","","","","","","",
"Men+Women","Religion","Southern Seoul","Donation Count[Unit]","Unit","3123","2232","2244","2615","1431","456","253","546","288","719","589","601","1119","1072","505","125","958","1387","2371",
"Men+Women","Religion","Southern Seoul","Composition Rate[%]","%","1.7","1.2","1.3","1.4",".7",".2",".1",".2",".1",".3",".3",".3",".5",".5",".2",".1",".5",".8","1.2",
"Men+Women","Religion","Eastern Seoul","Donation Count[Unit]","Unit","3397","3417","1644","1187","894","857","1888","1283","596","944","1274","1346","1297","1930","1030","212","848","1584","2479",
"Men+Women","Religion","Eastern Seoul","Composition Rate[%]","%","1.7","1.7",".9",".6",".4",".3",".7",".5",".2",".3",".4",".5",".5",".7",".4",".1",".4",".7","1",
"Men+Women","Religion","Busan","Donation Count[Unit]","Unit","1500","1519","887","896","790","532","634","1104","475","1188","794","977","1991","2750","2445","424","1389","2322","1349",
"Men+Women","Religion","Busan","Composition Rate[%]","%",".7",".7",".5",".4",".4",".2",".3",".5",".2",".5",".3",".5",".9","1.2","1.1",".2",".7","1.1",".7",
"Men+Women","Religion","Daegu/Gyeongbook","Donation Count[Unit]","Unit","1557","93","158","304","356","541","556","933","163","225","717","803","721","735","168","446","521","2030","1156",
"Men+Women","Religion","Daegu/Gyeongbook","Composition Rate[%]","%",".8","0",".1",".2",".2",".3",".3",".4",".1",".1",".3",".3",".3",".3",".1",".2",".2",".9",".5",
"Men+Women","Religion","Incheon","Donation Count[Unit]","Unit","1412","614","319","571","359","109","264","777","223","457","914","721","814","1079","249","60","482","1193","1287",
"Men+Women","Religion","Incheon","Composition Rate[%]","%","1.1",".5",".3",".5",".3",".1",".2",".4",".1",".2",".5",".4",".5",".7",".2","-",".3",".7",".7",
"Men+Women","Religion","Ulsan","Donation Count[Unit]","Unit","471","566","359","317","392","327","311","309","231","420","465","464","515","307","207","264","260","1109","813",
"Men+Women","Religion","Ulsan","Composition Rate[%]","%",".6",".7",".5",".4",".5",".4",".4",".4",".3",".5",".5",".5",".6",".4",".2",".3",".3","1.3",".8",
"Men+Women","Religion","Gyeonggi","Donation Count[Unit]","Unit","1291","385","34","157","128","37","35","733","0","130","237","457","564","463","474","117","452","1431","621",
"Men+Women","Religion","Gyeonggi","Composition Rate[%]","%",".9",".3","0",".1",".1","0","0",".4","0",".1",".1",".2",".3",".2",".2",".1",".2",".7",".3",
"Men+Women","Religion","Gangwon","Donation Count[Unit]","Unit","423","205","107","219","189","193","373","408","141","199","180","185","194","160","108","63","311","1856","1415",
"Men+Women","Religion","Gangwon","Composition Rate[%]","%",".5",".3",".2",".3",".2",".2",".4",".4",".1",".2",".1",".1",".1",".1",".1","-",".2","1.5","1.1",
"Men+Women","Religion","Chungbook","Donation Count[Unit]","Unit","451","597","514","512","705","341","565","682","251","567","453","553","547","419","787","156","118","1441","751",
"Men+Women","Religion","Chungbook","Composition Rate[%]","%",".6",".8",".7",".6",".7",".3",".6",".7",".3",".6",".5",".6",".6",".4",".8",".2",".1","1.7",".9",
"Men+Women","Religion","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","1077","1553","694","545","175","120","350","478","0","631","685","398","330","396","525","260","343","717","751",
"Men+Women","Religion","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".7","1.1",".5",".3",".1",".1",".2",".2","0",".3",".3",".2",".1",".2",".2",".1",".1",".3",".3",
"Men+Women","Religion","Jeonbook","Donation Count[Unit]","Unit","824","451","337","767","445","189","335","366","20","560","437","401","363","573","370","85","168","1510","720",
"Men+Women","Religion","Jeonbook","Composition Rate[%]","%",".7",".4",".3",".7",".4",".2",".3",".3","0",".4",".3",".3",".3",".5",".3",".1",".2","1.6",".7",
"Men+Women","Religion","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","2360","1246","778","1287","1253","872","991","1208","553","1591","980","1091","925","823","1128","619","342","3098","1321",
"Men+Women","Religion","Gwangju/Jeonnaam","Composition Rate[%]","%","1.4",".6",".4",".7",".6",".4",".5",".7",".3",".7",".4",".5",".4",".4",".5",".3",".2","1.6",".7",
"Men+Women","Religion","Gyeongnaam","Donation Count[Unit]","Unit","1307","161","0","22","0","15","147","176","0","53","594","316","509","607","75","35","42","1333","998",
"Men+Women","Religion","Gyeongnaam","Composition Rate[%]","%","1.3",".2","0","0","0","0",".1",".1","0","0",".4",".2",".4",".5",".1","-","0","1.1",".8",
"Men+Women","Religion","Jeju","Donation Count[Unit]","Unit","338","390","229","223","259","183","145","91","77","137","214","177","181","169","233","79","58","94","144",
"Men+Women","Religion","Jeju","Composition Rate[%]","%","1.1","1.3",".8",".7",".7",".5",".4",".3",".2",".4",".5",".5",".5",".5",".6",".2",".1",".2",".3",
"Men+Women","Religion","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","3755","4913","3569","2945","3414","3135","2675","2861","2984","2414","2117","1962","6037","5314","5238",
"Men+Women","Religion","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","3.5","3.3","2.1","1.6","1.7","1.5","1.3","1.3","1.4","1.2","1.2","1.1","3.4","2.6","2.2",
"Men+Women","Community","Total","Donation Count[Unit]","Unit","228806","181449","180679","194591","237709","181381","158572","162062","159733","154557","156348","149367","152249","147980","156537","238077","202241","187939","200965",
"Men+Women","Community","Total","Composition Rate[%]","%","10.1","7.9","8.7","8.3","9.2","6.8","6.1","6","5.5","5.1","5.1","5.2","5.2","5.1","5.6","9.1","7.8","7.1","7.2",
"Men+Women","Community","Korean Red Cross","Donation Count[Unit]","Unit","228806","181449","180679","194591","223485","169371","148703","149568","146835","142325","142223","137388","140491","136711","145435","226571","191835","171133","177596",
"Men+Women","Community","Korean Red Cross","Composition Rate[%]","%","10.3","8.1","8.9","8.6","9.1","6.7","6.1","5.9","5.4","5","5","5.2","5.2","5.1","5.6","9.3","7.9","7","7",
"Men+Women","Community","Central Seoul","Donation Count[Unit]","Unit","15056","13192","14040","14281","16566","14094","","","","","","","","3524","4518","8940","7825","7438","7195",
"Men+Women","Community","Central Seoul","Composition Rate[%]","%","7.1","5.9","7.5","6.9","7.9","5.6","","","","","","","","1.3","1.8","4","3.6","3.3","3.1",
"Men+Women","Community","Western Seoul","Donation Count[Unit]","Unit","9069","8892","10920","10428","13806","4941","13793","13184","12503","10720","11653","8135","4413","","","","","","",
"Men+Women","Community","Western Seoul","Composition Rate[%]","%","6.8","6.4","7","6.1","7.1","5.5","5.1","4.7","4.1","3.2","3.5","2.8","1.6","","","","","","",
"Men+Women","Community","Southern Seoul","Donation Count[Unit]","Unit","13116","11129","11907","15426","16157","11779","11792","10874","11744","10934","10021","10960","13477","11636","11380","13746","10202","10046","10312",
"Men+Women","Community","Southern Seoul","Composition Rate[%]","%","7.3","5.9","6.9","8.2","7.7","5.3","5.4","4.7","5","4.8","4.5","4.8","5.5","5","5.3","7.2","5.8","5.5","5.3",
"Men+Women","Community","Eastern Seoul","Donation Count[Unit]","Unit","8286","9550","9369","9495","10605","9316","8923","9454","8666","9251","9494","8823","9264","8126","9810","11370","11790","13493","17508",
"Men+Women","Community","Eastern Seoul","Composition Rate[%]","%","4.2","4.8","5.1","4.8","5","3.7","3.4","3.4","2.9","2.9","3.2","3.2","3.3","2.9","3.8","4.9","5.1","5.7","6.8",
"Men+Women","Community","Busan","Donation Count[Unit]","Unit","25191","16496","19535","20454","23014","19158","15272","13598","8250","6574","7806","7564","10901","9948","8707","11446","8990","8443","9509",
"Men+Women","Community","Busan","Composition Rate[%]","%","11.8","7.8","10.3","9.7","10.6","8.2","7","6.2","3.6","2.8","3.3","3.7","5.1","4.4","4.1","5.8","4.6","4.1","4.6",
"Men+Women","Community","Daegu/Gyeongbook","Donation Count[Unit]","Unit","25577","18803","15520","17069","19535","12906","12004","12943","12781","11620","12439","13035","12927","12374","11932","20348","20382","15134","14519",
"Men+Women","Community","Daegu/Gyeongbook","Composition Rate[%]","%","13.2","10","9.9","9.1","9.1","6.1","5.7","5.7","5.2","4.4","4.8","5.5","5.4","5","5.1","10.4","9","6.7","6.3",
"Men+Women","Community","Incheon","Donation Count[Unit]","Unit","9910","7795","6560","6756","6825","3897","4560","4417","4998","5143","5185","5464","6145","5926","6662","9829","8320","8420","8746",
"Men+Women","Community","Incheon","Composition Rate[%]","%","7.7","6.4","6","5.5","5.2","2.5","2.6","2.5","2.8","2.8","2.9","3.4","3.8","3.8","4.2","6","5","4.9","4.9",
