"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","November","Busan","Composition Rate[%]","%","8.1","8.2","8.1","9.8","8.5","8.6","8.5","8.9","8.5","8.4","8.9","7.9","9.1","9.1","8.5","9.4","9","9.5","9.6",
"Men","November","Daegu/Gyeongbook","Donation Count","Unit","12352","11089","10367","11518","13517","12561","12519","13207","15097","16082","14985","14743","14414","17138","14334","13858","14719","15990","15169",
"Men","November","Daegu/Gyeongbook","Composition Rate[%]","%","8.4","7.9","8.8","8.7","8.9","8.6","8.8","8.7","9.1","9","8.4","8.8","8.4","9.7","8.6","9.9","9.2","10.1","9.1",
"Men","November","Incheon","Donation Count","Unit","9034","6724","6078","6669","7107","9397","10536","9794","9663","10310","9123","9813","8270","9906","9234","9885","10265","10962","10887",
"Men","November","Incheon","Composition Rate[%]","%","10","7.7","7.7","7.7","7.9","9.1","9.1","8.6","8.3","8.3","7.5","8.7","7.1","8.9","8.2","8.3","8.6","9.1","8.5",
"Men","November","Ulsan","Donation Count","Unit","5044","4638","4403","4718","5316","4737","4863","4885","5577","5644","6010","5814","5796","6354","6707","5795","5571","5871","6997",
"Men","November","Ulsan","Composition Rate[%]","%","8.2","7.1","8.4","8.4","9.3","8.6","9","8.4","9.2","8.3","8.6","8.8","8.8","9.6","9.8","9.1","8.7","9.1","9.5",
"Men","November","Gyeonggi","Donation Count","Unit","10184","8894","8464","9437","11658","10985","10361","10310","11603","11854","13436","12164","12985","14317","13685","15037","14218","14147","15122",
"Men","November","Gyeonggi","Composition Rate[%]","%","8.7","7.7","8.2","8.6","9.5","8.9","8.2","8","8.3","7.8","8.4","7.9","8.1","9.2","8.6","8.8","8.4","8.9","8.9",
"Men","November","Gangwon","Donation Count","Unit","6615","5189","4428","4601","5338","5073","6519","7591","7588","8414","9436","10103","11483","12204","10731","7870","9497","8676","10058",
"Men","November","Gangwon","Composition Rate[%]","%","8.8","7.7","8","7.5","8.3","7.6","9","8.8","8","8.4","8.1","8.3","9","9.1","8.4","6.7","8.6","8.8","9.5",
"Men","November","Chungbook","Donation Count","Unit","5441","5537","5338","5947","8156","7227","6862","6966","7333","7042","6799","5841","6303","6484","6462","5756","5127","5861","6051",
"Men","November","Chungbook","Composition Rate[%]","%","9","9","9.1","8.9","10.4","9","9.6","8.9","9.8","9.4","9.2","8.7","8.8","9.1","9.2","8.7","8","9.6","9.5",
"Men","November","Daejeon/Sejong/Chungnaam","Donation Count","Unit","9337","9577","10472","11156","13119","13446","12084","13335","14272","14036","15517","14738","15067","16407","14843","14468","13351","14835","14202",
"Men","November","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","6.6","8.2","9.1","8.4","9.4","9","8.3","8.8","8.7","8.2","8.6","8.6","8.7","9.2","8.4","8.4","8","9","8.4",
"Men","November","Jeonbook","Donation Count","Unit","7522","6799","6219","7305","8561","8743","7371","7881","7901","7287","8606","7880","7617","7262","6355","7086","6199","6252","6137",
"Men","November","Jeonbook","Composition Rate[%]","%","7.9","7.7","8.2","8.9","9.3","9.3","8.1","8.5","8.2","8.1","9.1","9","8.7","8.8","7.8","9.3","8.1","9","8.4",
"Men","November","Gwangju/Jeonnaam","Donation Count","Unit","11566","11189","10717","11136","12085","10070","10445","10546","12935","12481","12524","11320","12703","12945","12880","11178","10498","11512","11362",
"Men","November","Gwangju/Jeonnaam","Composition Rate[%]","%","8.8","7.8","8.5","8.5","8.8","7.7","8.5","8.7","9.6","8.9","8.8","8.5","8.6","9.2","9.1","8.8","8.2","9.2","8.8",
"Men","November","Gyeongnaam","Donation Count","Unit","9015","7072","6409","7496","8916","8623","7916","8917","9584","9560","9509","8070","8926","10008","9260","8126","8479","8248","9002",
"Men","November","Gyeongnaam","Composition Rate[%]","%","10.2","8.1","8.5","8.9","9.5","9","8.6","9.4","9.2","8.6","9","8.1","8.8","9.7","9.1","8.1","8.9","8.9","9.1",
"Men","November","Jeju","Donation Count","Unit","2116","1534","1764","2000","2162","2217","1819","1581","1734","2099","2472","2132","2254","2311","2098","2666","2339","2449","2766",
"Men","November","Jeju","Composition Rate[%]","%","8.5","6.5","8.2","8.6","8.6","9","8.4","7.7","8.1","9.1","9.6","9","8.8","9.5","8.5","9.2","7.9","8.4","8.5",
"Men","November","Outside of Korean Red Cross","Donation Count","Unit","4894","5119","5175","6452","8003","9221","10024","11564","11798","11378","12832","11488","12476","11247","11322","10349","10881","14299","13726",
"Men","November","Outside of Korean Red Cross","Composition Rate[%]","%","11.6","11.7","11.2","10.2","10","9.2","9.3","10","9.3","8.7","9.5","8.2","8.7","8.4","8.9","8.4","8.8","10.1","8.4",
"Men","December","Total","Donation Count","Unit","155382","143737","123912","147822","151590","158260","155066","152709","170164","179422","180246","182977","185127","172088","174758","168495","171923","183161","184441",
"Men","December","Total","Composition Rate[%]","%","8.5","8","7.8","8.5","8.1","8.3","8.5","8","8.4","8.4","8.3","8.9","8.7","8.2","8.6","8.8","9.1","9.8","9.2",
"Men","December","Korean Red Cross","Donation Count","Unit","152864","140217","120241","141985","144166","149278","145903","142778","159761","168709","168796","171761","172375","160200","163541","156815","159848","167461","169921",
"Men","December","Korean Red Cross","Composition Rate[%]","%","8.5","8","7.8","8.5","8","8.3","8.5","8","8.4","8.4","8.3","8.9","8.7","8.1","8.6","8.7","9","9.7","9.2",
"Men","December","Central Seoul","Donation Count","Unit","17418","14974","10110","12341","12800","16299","","","","","","","","15377","15850","12733","14371","15763","15536",
"Men","December","Central Seoul","Composition Rate[%]","%","10.3","8.6","7.4","8.4","8.7","9.5","","","","","","","","7.9","8.7","8.1","9.3","10.2","9.4",
"Men","December","Western Seoul","Donation Count","Unit","11450","11986","10060","12120","12139","-","16165","14262","16342","17662","18164","18363","17781","","","","","","",
"Men","December","Western Seoul","Composition Rate[%]","%","10.1","10.5","8.6","9.5","7.8","-","9","7.4","7.8","7.5","7.8","8.7","8.8","","","","","","",
"Men","December","Southern Seoul","Donation Count","Unit","12544","13046","10947","12598","10345","13896","14097","13324","14227","13666","13537","16714","16477","13860","13467","12151","12081","13677","14095",
"Men","December","Southern Seoul","Composition Rate[%]","%","8.4","8.6","8","8.8","7.3","8.6","8.8","8","8.3","8","8.2","9.9","8.9","8","8.4","8.4","9.1","10.3","9.6",
"Men","December","Eastern Seoul","Donation Count","Unit","14149","12514","9950","11419","10984","14570","14386","13602","17183","17847","17753","18529","17442","17030","16502","14612","15119","16260","16993",
"Men","December","Eastern Seoul","Composition Rate[%]","%","8.9","8.3","7.8","8.5","7.7","9","8.4","7.5","8.7","8.4","8.6","9.5","8.7","8.5","8.9","8.5","9","9.8","9.4",
"Men","December","Busan","Donation Count","Unit","12266","12444","11052","13277","12135","13390","11293","12424","13034","13791","12910","13241","13244","12953","13059","11861","12385","13124","13515",
"Men","December","Busan","Composition Rate[%]","%","7.5","7.8","7.5","8.4","7.6","8","7.5","8.2","8.3","8.8","8.1","9.3","8.7","8.3","8.7","8.6","9.1","9.5","9.5",
"Men","December","Daegu/Gyeongbook","Donation Count","Unit","12540","10022","8568","12096","12842","12697","13097","12177","13882","16061","14116","15567","15353","15491","14798","13985","14590","15184","14065",
"Men","December","Daegu/Gyeongbook","Composition Rate[%]","%","8.5","7.2","7.3","9.1","8.5","8.7","9.2","8","8.4","9","7.9","9.2","8.9","8.8","8.8","10","9.2","9.6","8.4",
"Men","December","Incheon","Donation Count","Unit","7163","7997","6882","7709","7458","9839","9582","10669","10629","10598","10224","10511","10675","9462","10625","10647","11503","11664","12231",
"Men","December","Incheon","Composition Rate[%]","%","7.9","9.2","8.7","8.9","8.3","9.6","8.3","9.3","9.1","8.5","8.4","9.3","9.2","8.5","9.5","8.9","9.6","9.7","9.6",
"Men","December","Ulsan","Donation Count","Unit","5043","4108","4146","4901","4954","4697","5483","4598","5223","5694","5607","5541","4845","5330","5852","5146","5696","6939","6816",
"Men","December","Ulsan","Composition Rate[%]","%","8.2","6.3","7.9","8.7","8.6","8.5","10.1","7.9","8.6","8.4","8","8.4","7.4","8.1","8.5","8.1","8.9","10.8","9.2",
"Men","December","Gyeonggi","Donation Count","Unit","10799","8583","7803","8486","10629","10930","11464","10578","11968","13485","14863","13270","14604","13115","13418","16126","15274","16085","15905",
"Men","December","Gyeonggi","Composition Rate[%]","%","9.2","7.5","7.6","7.7","8.7","8.8","9.1","8.2","8.5","8.9","9.3","8.6","9.1","8.4","8.4","9.4","9.1","10.1","9.4",
"Men","December","Gangwon","Donation Count","Unit","6835","4998","4447","4499","5355","5661","6490","6880","8960","9292","10835","10761","10240","10468","10199","9547","8899","8624","9790",
"Men","December","Gangwon","Composition Rate[%]","%","9.1","7.4","8","7.3","8.3","8.5","9","8","9.4","9.3","9.3","8.8","8","7.8","8","8.1","8.1","8.8","9.2",
"Men","December","Chungbook","Donation Count","Unit","4719","4101","4039","5562","6323","6220","5614","6006","6246","6159","4910","5581","5858","5179","5370","5270","5590","5778","5757",
"Men","December","Chungbook","Composition Rate[%]","%","7.8","6.6","6.9","8.3","8","7.8","7.8","7.7","8.3","8.3","6.7","8.4","8.1","7.2","7.6","8","8.8","9.4","9.1",
"Men","December","Daejeon/Sejong/Chungnaam","Donation Count","Unit","9836","9011","10177","10686","11470","12971","11346","12395","13315","15553","16513","15210","15363","15330","15442","15762","14778","15309","14821",
"Men","December","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7","7.7","8.8","8","8.2","8.7","7.8","8.1","8.1","9.1","9.1","8.9","8.9","8.6","8.7","9.2","8.9","9.3","8.8",
"Men","December","Jeonbook","Donation Count","Unit","8046","6818","6094","6922","7297","7310","7276","7333","7337","7080","7542","7302","6690","6353","7112","7214","6964","6373","6921",
"Men","December","Jeonbook","Composition Rate[%]","%","8.4","7.7","8","8.5","8","7.7","8","7.9","7.7","7.9","8","8.3","7.7","7.7","8.7","9.4","9.1","9.2","9.5",
"Men","December","Gwangju/Jeonnaam","Donation Count","Unit","9794","10681","8324","10060","10011","10328","10127","9191","11006","10987","11901","10197","13268","10537","11165","11145","11110","11575","11702",
"Men","December","Gwangju/Jeonnaam","Composition Rate[%]","%","7.4","7.4","6.6","7.6","7.3","7.9","8.2","7.5","8.2","7.9","8.4","7.7","9","7.5","7.9","8.7","8.7","9.3","9.1",
"Men","December","Gyeongnaam","Donation Count","Unit","8651","7239","6030","7289","7455","8449","7977","7788","8590","8931","8264","9190","8446","7752","8552","8461","8924","8435","8798",
"Men","December","Gyeongnaam","Composition Rate[%]","%","9.8","8.3","8","8.6","8","8.8","8.7","8.2","8.3","8","7.8","9.2","8.3","7.5","8.4","8.4","9.4","9.2","8.9",
"Men","December","Jeju","Donation Count","Unit","1611","1695","1612","2020","1969","2021","1506","1551","1819","1903","1657","1784","2089","1963","2130","2155","2564","2671","2976",
"Men","December","Jeju","Composition Rate[%]","%","6.5","7.1","7.5","8.7","7.9","8.2","6.9","7.6","8.5","8.2","6.5","7.5","8.1","8.1","8.6","7.4","8.7","9.2","9.1",
"Men","December","Outside of Korean Red Cross","Donation Count","Unit","2518","3520","3671","5837","7424","8982","9163","9931","10403","10713","11450","11216","12752","11888","11217","11680","12075","15700","14520",
"Men","December","Outside of Korean Red Cross","Composition Rate[%]","%","6","8","7.9","9.2","9.2","8.9","8.5","8.6","8.2","8.2","8.4","8","8.9","8.9","8.8","9.5","9.8","11.1","8.9",
"Women","Total","Total","Donation Count","Unit","442723","510507","495498","606000","690440","766279","792044","816920","878626","916056","917507","799404","796429","776358","754526","694957","709306","772823","767399",
"Women","Total","Korean Red Cross","Donation Count","Unit","434111","502330","482828","587806","662788","717029","731259","751905","798880","837370","842410","719073","725958","708838","704669","642092","654823","709881","696187",
"Women","Total","Central Seoul","Donation Count","Unit","40782","47577","50360","60732","60599","78859","","","","","","","","71096","68119","64192","61162","68355","68768",
"Women","Total","Western Seoul","Donation Count","Unit","19722","24503","37319","43179","53767","24475","92521","91199","92775","99850","100627","80306","75510","","","","","","",
"Women","Total","Southern Seoul","Donation Count","Unit","30891","38322","36529","43844","71512","58292","57592","62745","63071","59367","58621","57825","61416","56594","54414","45978","43517","48969","49037",
"Women","Total","Eastern Seoul","Donation Count","Unit","36855","49576","54891","63708","50528","86866","93827","94974","97210","102248","92175","77583","78459","77858","73657","60598","62920","71618","75082",
"Women","Total","Busan","Donation Count","Unit","50090","52283","41898","52858","56614","65975","66157","66477","74522","78802","79468","61778","63448","67004","63778","59235","59275","65959","63300",
"Women","Total","Daegu/Gyeongbook","Donation Count","Unit","47449","49122","40158","55716","63851","66702","69332","74781","78744","85359","82543","68471","68196","69446","65191","57087","66175","66187","62272",
"Women","Total","Incheon","Donation Count","Unit","38759","34148","30994","35109","40885","51417","59622","58985","60781","61351","59436","48475","47753","46516","46390","45691","46915","50726","49440",
"Women","Total","Ulsan","Donation Count","Unit","16922","17206","12792","15253","16571","19237","19173","21211","20917","21264","23655","21606","20361","20705","23038","18858","19707","22936","25511",
"Women","Total","Gyeonggi","Donation Count","Unit","20946","26794","26298","31428","42429","47664","50123","47425","50703","54239","59474","50675","51083","47519","52235","54709","57134","57867","55839",
"Women","Total","Gangwon","Donation Count","Unit","7614","8899","9032","11605","15453","17238","19882","22311","25342","28175","33563","27657","27597","26626","26198","23337","24180","26472","26819",
"Women","Total","Chungbook","Donation Count","Unit","16599","17221","14446","17847","20646","21188","19536","21781","23174","25597","26052","22582","23655","22300","23988","19810","20749","22590","21840",
"Women","Total","Daejeon/Sejong/Chungnaam","Donation Count","Unit","20682","30190","31118","40440","43131","42894","44613","53959","60488","61273","68531","65134","67634","69643","72279","67185","66548","71999","66210",
"Women","Total","Jeonbook","Donation Count","Unit","25456","29805","22431","25998","29680","30368","34581","35581","35567","35562","34065","28422","27027","26092","27575","26418","26629","27728","27377",
"Women","Total","Gwangju/Jeonnaam","Donation Count","Unit","42300","55610","52155","63098","64214","68115","69433","63766","71687","78340","79720","68884","72599","65575","64923","55654","57700","64633","60125",
"Women","Total","Gyeongnaam","Donation Count","Unit","12338","15060","16392","17648","21008","23988","22358","25371","31093","31691","29489","27588","29130","31819","31562","30684","29643","31082","29996",
"Women","Total","Jeju","Donation Count","Unit","6706","6014","6015","9343","11900","13751","12509","11339","12806","14252","14991","12087","12090","10045","11322","12656","12569","12760","14571",
"Women","Total","Outside of Korean Red Cross","Donation Count","Unit","8612","8177","12670","18194","27652","49250","60785","65015","79746","78686","75097","80331","70471","67520","49857","52865","54483","62942","71212",
"Women","January","Total","Donation Count","Unit","27975","33701","38947","41588","45157","53807","58585","56095","68550","66265","72140","63777","53635","59403","58906","49557","56052","47190","50737",
"Women","January","Total","Composition Rate[%]","%","6.3","6.6","7.9","6.9","6.5","7","7.4","6.9","7.8","7.2","7.9","8","6.7","7.7","7.8","7.1","7.9","6.1","6.6",
"Women","January","Korean Red Cross","Donation Count","Unit","27323","33081","37510","39963","42486","50395","53649","51221","61875","59615","66018","57736","48023","54126","53717","45684","52266","42928","46066",
"Women","January","Korean Red Cross","Composition Rate[%]","%","6.3","6.6","7.8","6.8","6.4","7","7.3","6.8","7.7","7.1","7.8","8","6.6","7.6","7.6","7.1","8","6","6.6",
"Women","January","Central Seoul","Donation Count","Unit","2701","3127","3560","4859","4568","4937","","","","","","","","6515","5799","4869","4798","4216","4487",
"Women","January","Central Seoul","Composition Rate[%]","%","6.6","6.6","7.1","8","7.5","6.3","","","","","","","","9.2","8.5","7.6","7.8","6.2","6.5",
"Women","January","Western Seoul","Donation Count","Unit","969","1534","2856","3524","3705","4464","6964","6999","7820","7481","7999","7330","5757","","","","","","",
